Filename,Label,ClassName
Highway\Highway_1811.tif,3,Highway
Residential\Residential_1378.tif,7,Residential
Forest\Forest_1600.tif,1,Forest
Highway\Highway_968.tif,3,Highway
SeaLake\SeaLake_1913.tif,9,SeaLake
AnnualCrop\AnnualCrop_1642.tif,0,AnnualCrop
PermanentCrop\PermanentCrop_492.tif,6,PermanentCrop
Industrial\Industrial_2140.tif,4,Industrial
Residential\Residential_1220.tif,7,Residential
HerbaceousVegetation\HerbaceousVegetation_1944.tif,2,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_2979.tif,2,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_2024.tif,2,HerbaceousVegetation
River\River_1668.tif,8,River
Forest\Forest_2837.tif,1,Forest
Industrial\Industrial_1535.tif,4,Industrial
SeaLake\SeaLake_2404.tif,9,SeaLake
River\River_2455.tif,8,River
Highway\Highway_308.tif,3,Highway
Highway\Highway_1823.tif,3,Highway
PermanentCrop\PermanentCrop_1250.tif,6,PermanentCrop
River\River_306.tif,8,River
SeaLake\SeaLake_626.tif,9,SeaLake
River\River_66.tif,8,River
Residential\Residential_2112.tif,7,Residential
Residential\Residential_959.tif,7,Residential
Forest\Forest_700.tif,1,Forest
PermanentCrop\PermanentCrop_1788.tif,6,PermanentCrop
Pasture\Pasture_1119.tif,5,Pasture
SeaLake\SeaLake_1694.tif,9,SeaLake
River\River_112.tif,8,River
Industrial\Industrial_1403.tif,4,Industrial
PermanentCrop\PermanentCrop_1802.tif,6,PermanentCrop
AnnualCrop\AnnualCrop_2729.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_562.tif,0,AnnualCrop
Pasture\Pasture_797.tif,5,Pasture
AnnualCrop\AnnualCrop_1211.tif,0,AnnualCrop
Forest\Forest_2836.tif,1,Forest
AnnualCrop\AnnualCrop_1214.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_402.tif,0,AnnualCrop
Industrial\Industrial_865.tif,4,Industrial
AnnualCrop\AnnualCrop_1820.tif,0,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_1936.tif,2,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_2445.tif,2,HerbaceousVegetation
Forest\Forest_873.tif,1,Forest
AnnualCrop\AnnualCrop_2370.tif,0,AnnualCrop
River\River_2435.tif,8,River
Industrial\Industrial_715.tif,4,Industrial
AnnualCrop\AnnualCrop_2132.tif,0,AnnualCrop
Industrial\Industrial_2253.tif,4,Industrial
Industrial\Industrial_279.tif,4,Industrial
AnnualCrop\AnnualCrop_1806.tif,0,AnnualCrop
Industrial\Industrial_791.tif,4,Industrial
Forest\Forest_1299.tif,1,Forest
Highway\Highway_327.tif,3,Highway
River\River_1032.tif,8,River
HerbaceousVegetation\HerbaceousVegetation_1241.tif,2,HerbaceousVegetation
Residential\Residential_1334.tif,7,Residential
AnnualCrop\AnnualCrop_1242.tif,0,AnnualCrop
River\River_15.tif,8,River
AnnualCrop\AnnualCrop_1299.tif,0,AnnualCrop
SeaLake\SeaLake_1884.tif,9,SeaLake
Industrial\Industrial_2400.tif,4,Industrial
Highway\Highway_1827.tif,3,Highway
PermanentCrop\PermanentCrop_2304.tif,6,PermanentCrop
AnnualCrop\AnnualCrop_1385.tif,0,AnnualCrop
Residential\Residential_465.tif,7,Residential
PermanentCrop\PermanentCrop_359.tif,6,PermanentCrop
Pasture\Pasture_1068.tif,5,Pasture
Forest\Forest_2151.tif,1,Forest
SeaLake\SeaLake_2115.tif,9,SeaLake
Forest\Forest_1594.tif,1,Forest
PermanentCrop\PermanentCrop_161.tif,6,PermanentCrop
SeaLake\SeaLake_2491.tif,9,SeaLake
Highway\Highway_824.tif,3,Highway
HerbaceousVegetation\HerbaceousVegetation_86.tif,2,HerbaceousVegetation
Highway\Highway_1250.tif,3,Highway
Forest\Forest_1702.tif,1,Forest
PermanentCrop\PermanentCrop_1062.tif,6,PermanentCrop
Pasture\Pasture_745.tif,5,Pasture
Residential\Residential_206.tif,7,Residential
SeaLake\SeaLake_1022.tif,9,SeaLake
AnnualCrop\AnnualCrop_722.tif,0,AnnualCrop
Residential\Residential_2640.tif,7,Residential
HerbaceousVegetation\HerbaceousVegetation_1577.tif,2,HerbaceousVegetation
Residential\Residential_1772.tif,7,Residential
HerbaceousVegetation\HerbaceousVegetation_687.tif,2,HerbaceousVegetation
Industrial\Industrial_509.tif,4,Industrial
Highway\Highway_378.tif,3,Highway
Industrial\Industrial_266.tif,4,Industrial
SeaLake\SeaLake_2559.tif,9,SeaLake
HerbaceousVegetation\HerbaceousVegetation_1383.tif,2,HerbaceousVegetation
River\River_2017.tif,8,River
Forest\Forest_345.tif,1,Forest
SeaLake\SeaLake_115.tif,9,SeaLake
Pasture\Pasture_809.tif,5,Pasture
Residential\Residential_2489.tif,7,Residential
Highway\Highway_655.tif,3,Highway
Residential\Residential_127.tif,7,Residential
Pasture\Pasture_737.tif,5,Pasture
HerbaceousVegetation\HerbaceousVegetation_961.tif,2,HerbaceousVegetation
AnnualCrop\AnnualCrop_786.tif,0,AnnualCrop
Highway\Highway_1125.tif,3,Highway
Forest\Forest_6.tif,1,Forest
HerbaceousVegetation\HerbaceousVegetation_647.tif,2,HerbaceousVegetation
PermanentCrop\PermanentCrop_1228.tif,6,PermanentCrop
Industrial\Industrial_2453.tif,4,Industrial
AnnualCrop\AnnualCrop_2727.tif,0,AnnualCrop
SeaLake\SeaLake_2488.tif,9,SeaLake
Pasture\Pasture_2000.tif,5,Pasture
Forest\Forest_31.tif,1,Forest
Residential\Residential_2405.tif,7,Residential
Pasture\Pasture_798.tif,5,Pasture
Highway\Highway_1210.tif,3,Highway
SeaLake\SeaLake_1872.tif,9,SeaLake
AnnualCrop\AnnualCrop_2022.tif,0,AnnualCrop
Forest\Forest_1613.tif,1,Forest
Pasture\Pasture_123.tif,5,Pasture
Residential\Residential_560.tif,7,Residential
Pasture\Pasture_641.tif,5,Pasture
Industrial\Industrial_1278.tif,4,Industrial
River\River_1817.tif,8,River
HerbaceousVegetation\HerbaceousVegetation_1546.tif,2,HerbaceousVegetation
River\River_1601.tif,8,River
Forest\Forest_1864.tif,1,Forest
HerbaceousVegetation\HerbaceousVegetation_531.tif,2,HerbaceousVegetation
Industrial\Industrial_571.tif,4,Industrial
River\River_1737.tif,8,River
SeaLake\SeaLake_550.tif,9,SeaLake
Pasture\Pasture_952.tif,5,Pasture
SeaLake\SeaLake_2465.tif,9,SeaLake
Industrial\Industrial_1744.tif,4,Industrial
River\River_1231.tif,8,River
HerbaceousVegetation\HerbaceousVegetation_42.tif,2,HerbaceousVegetation
Industrial\Industrial_2450.tif,4,Industrial
River\River_1472.tif,8,River
SeaLake\SeaLake_2686.tif,9,SeaLake
PermanentCrop\PermanentCrop_2487.tif,6,PermanentCrop
PermanentCrop\PermanentCrop_402.tif,6,PermanentCrop
AnnualCrop\AnnualCrop_2881.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_1068.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_2780.tif,0,AnnualCrop
River\River_1038.tif,8,River
SeaLake\SeaLake_2911.tif,9,SeaLake
SeaLake\SeaLake_1246.tif,9,SeaLake
River\River_2231.tif,8,River
Residential\Residential_1985.tif,7,Residential
PermanentCrop\PermanentCrop_1966.tif,6,PermanentCrop
Highway\Highway_2030.tif,3,Highway
PermanentCrop\PermanentCrop_1279.tif,6,PermanentCrop
PermanentCrop\PermanentCrop_474.tif,6,PermanentCrop
Industrial\Industrial_528.tif,4,Industrial
SeaLake\SeaLake_1357.tif,9,SeaLake
HerbaceousVegetation\HerbaceousVegetation_854.tif,2,HerbaceousVegetation
SeaLake\SeaLake_2000.tif,9,SeaLake
Residential\Residential_2346.tif,7,Residential
River\River_1848.tif,8,River
HerbaceousVegetation\HerbaceousVegetation_1404.tif,2,HerbaceousVegetation
SeaLake\SeaLake_2479.tif,9,SeaLake
Pasture\Pasture_358.tif,5,Pasture
SeaLake\SeaLake_1410.tif,9,SeaLake
River\River_479.tif,8,River
Forest\Forest_936.tif,1,Forest
Residential\Residential_2734.tif,7,Residential
Residential\Residential_383.tif,7,Residential
Forest\Forest_1109.tif,1,Forest
Residential\Residential_793.tif,7,Residential
Industrial\Industrial_1368.tif,4,Industrial
SeaLake\SeaLake_1618.tif,9,SeaLake
Residential\Residential_1376.tif,7,Residential
SeaLake\SeaLake_114.tif,9,SeaLake
SeaLake\SeaLake_1004.tif,9,SeaLake
SeaLake\SeaLake_2278.tif,9,SeaLake
Residential\Residential_1581.tif,7,Residential
Pasture\Pasture_217.tif,5,Pasture
AnnualCrop\AnnualCrop_2704.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_63.tif,0,AnnualCrop
Highway\Highway_1841.tif,3,Highway
Highway\Highway_1842.tif,3,Highway
HerbaceousVegetation\HerbaceousVegetation_1054.tif,2,HerbaceousVegetation
Pasture\Pasture_325.tif,5,Pasture
Forest\Forest_1984.tif,1,Forest
Industrial\Industrial_1687.tif,4,Industrial
HerbaceousVegetation\HerbaceousVegetation_2374.tif,2,HerbaceousVegetation
Industrial\Industrial_1307.tif,4,Industrial
Residential\Residential_1537.tif,7,Residential
HerbaceousVegetation\HerbaceousVegetation_917.tif,2,HerbaceousVegetation
SeaLake\SeaLake_1371.tif,9,SeaLake
PermanentCrop\PermanentCrop_78.tif,6,PermanentCrop
Forest\Forest_1790.tif,1,Forest
PermanentCrop\PermanentCrop_738.tif,6,PermanentCrop
SeaLake\SeaLake_1519.tif,9,SeaLake
Highway\Highway_1709.tif,3,Highway
Pasture\Pasture_380.tif,5,Pasture
PermanentCrop\PermanentCrop_1734.tif,6,PermanentCrop
River\River_1650.tif,8,River
Forest\Forest_1207.tif,1,Forest
Highway\Highway_2181.tif,3,Highway
Industrial\Industrial_1130.tif,4,Industrial
Highway\Highway_969.tif,3,Highway
AnnualCrop\AnnualCrop_828.tif,0,AnnualCrop
PermanentCrop\PermanentCrop_2017.tif,6,PermanentCrop
Forest\Forest_1911.tif,1,Forest
SeaLake\SeaLake_824.tif,9,SeaLake
HerbaceousVegetation\HerbaceousVegetation_1578.tif,2,HerbaceousVegetation
Forest\Forest_1063.tif,1,Forest
SeaLake\SeaLake_2179.tif,9,SeaLake
Forest\Forest_621.tif,1,Forest
Residential\Residential_800.tif,7,Residential
AnnualCrop\AnnualCrop_2831.tif,0,AnnualCrop
SeaLake\SeaLake_2854.tif,9,SeaLake
Residential\Residential_2115.tif,7,Residential
HerbaceousVegetation\HerbaceousVegetation_2558.tif,2,HerbaceousVegetation
Highway\Highway_2176.tif,3,Highway
SeaLake\SeaLake_2298.tif,9,SeaLake
Industrial\Industrial_340.tif,4,Industrial
HerbaceousVegetation\HerbaceousVegetation_911.tif,2,HerbaceousVegetation
SeaLake\SeaLake_2476.tif,9,SeaLake
Industrial\Industrial_177.tif,4,Industrial
HerbaceousVegetation\HerbaceousVegetation_570.tif,2,HerbaceousVegetation
SeaLake\SeaLake_974.tif,9,SeaLake
Forest\Forest_2057.tif,1,Forest
Residential\Residential_592.tif,7,Residential
Forest\Forest_92.tif,1,Forest
AnnualCrop\AnnualCrop_636.tif,0,AnnualCrop
Industrial\Industrial_1116.tif,4,Industrial
SeaLake\SeaLake_1051.tif,9,SeaLake
Forest\Forest_909.tif,1,Forest
Forest\Forest_2925.tif,1,Forest
Forest\Forest_1894.tif,1,Forest
HerbaceousVegetation\HerbaceousVegetation_1194.tif,2,HerbaceousVegetation
Highway\Highway_766.tif,3,Highway
SeaLake\SeaLake_354.tif,9,SeaLake
PermanentCrop\PermanentCrop_2031.tif,6,PermanentCrop
Pasture\Pasture_404.tif,5,Pasture
River\River_1035.tif,8,River
HerbaceousVegetation\HerbaceousVegetation_484.tif,2,HerbaceousVegetation
Pasture\Pasture_1839.tif,5,Pasture
Residential\Residential_2103.tif,7,Residential
Industrial\Industrial_2157.tif,4,Industrial
Industrial\Industrial_1033.tif,4,Industrial
HerbaceousVegetation\HerbaceousVegetation_1286.tif,2,HerbaceousVegetation
River\River_1700.tif,8,River
Highway\Highway_2126.tif,3,Highway
HerbaceousVegetation\HerbaceousVegetation_1661.tif,2,HerbaceousVegetation
PermanentCrop\PermanentCrop_2481.tif,6,PermanentCrop
SeaLake\SeaLake_149.tif,9,SeaLake
PermanentCrop\PermanentCrop_1741.tif,6,PermanentCrop
Residential\Residential_239.tif,7,Residential
Forest\Forest_965.tif,1,Forest
PermanentCrop\PermanentCrop_2075.tif,6,PermanentCrop
SeaLake\SeaLake_1386.tif,9,SeaLake
Forest\Forest_664.tif,1,Forest
HerbaceousVegetation\HerbaceousVegetation_2171.tif,2,HerbaceousVegetation
River\River_836.tif,8,River
PermanentCrop\PermanentCrop_1877.tif,6,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_1572.tif,2,HerbaceousVegetation
SeaLake\SeaLake_2827.tif,9,SeaLake
Forest\Forest_1838.tif,1,Forest
Industrial\Industrial_2332.tif,4,Industrial
PermanentCrop\PermanentCrop_1438.tif,6,PermanentCrop
Residential\Residential_2399.tif,7,Residential
SeaLake\SeaLake_711.tif,9,SeaLake
AnnualCrop\AnnualCrop_880.tif,0,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_1211.tif,2,HerbaceousVegetation
Residential\Residential_2628.tif,7,Residential
Forest\Forest_2919.tif,1,Forest
AnnualCrop\AnnualCrop_2471.tif,0,AnnualCrop
Pasture\Pasture_597.tif,5,Pasture
PermanentCrop\PermanentCrop_1127.tif,6,PermanentCrop
Industrial\Industrial_27.tif,4,Industrial
River\River_1531.tif,8,River
SeaLake\SeaLake_758.tif,9,SeaLake
River\River_1055.tif,8,River
AnnualCrop\AnnualCrop_1372.tif,0,AnnualCrop
River\River_2082.tif,8,River
AnnualCrop\AnnualCrop_2714.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_156.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_1732.tif,0,AnnualCrop
Highway\Highway_2149.tif,3,Highway
River\River_1438.tif,8,River
AnnualCrop\AnnualCrop_1760.tif,0,AnnualCrop
Highway\Highway_1384.tif,3,Highway
Highway\Highway_198.tif,3,Highway
AnnualCrop\AnnualCrop_795.tif,0,AnnualCrop
Residential\Residential_873.tif,7,Residential
Residential\Residential_1708.tif,7,Residential
SeaLake\SeaLake_1078.tif,9,SeaLake
Industrial\Industrial_25.tif,4,Industrial
SeaLake\SeaLake_500.tif,9,SeaLake
AnnualCrop\AnnualCrop_244.tif,0,AnnualCrop
River\River_1993.tif,8,River
River\River_55.tif,8,River
HerbaceousVegetation\HerbaceousVegetation_284.tif,2,HerbaceousVegetation
River\River_1168.tif,8,River
AnnualCrop\AnnualCrop_119.tif,0,AnnualCrop
Residential\Residential_1939.tif,7,Residential
River\River_2312.tif,8,River
SeaLake\SeaLake_924.tif,9,SeaLake
HerbaceousVegetation\HerbaceousVegetation_391.tif,2,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_2987.tif,2,HerbaceousVegetation
AnnualCrop\AnnualCrop_2118.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_1361.tif,0,AnnualCrop
Highway\Highway_1036.tif,3,Highway
HerbaceousVegetation\HerbaceousVegetation_1767.tif,2,HerbaceousVegetation
Residential\Residential_1723.tif,7,Residential
Highway\Highway_1664.tif,3,Highway
Residential\Residential_40.tif,7,Residential
SeaLake\SeaLake_278.tif,9,SeaLake
Pasture\Pasture_211.tif,5,Pasture
Highway\Highway_1106.tif,3,Highway
HerbaceousVegetation\HerbaceousVegetation_317.tif,2,HerbaceousVegetation
PermanentCrop\PermanentCrop_1187.tif,6,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_2260.tif,2,HerbaceousVegetation
Residential\Residential_1836.tif,7,Residential
Residential\Residential_2687.tif,7,Residential
Forest\Forest_1890.tif,1,Forest
Residential\Residential_2556.tif,7,Residential
PermanentCrop\PermanentCrop_1748.tif,6,PermanentCrop
Residential\Residential_1222.tif,7,Residential
SeaLake\SeaLake_2058.tif,9,SeaLake
River\River_1247.tif,8,River
Residential\Residential_1867.tif,7,Residential
Residential\Residential_1444.tif,7,Residential
Residential\Residential_2439.tif,7,Residential
Pasture\Pasture_1284.tif,5,Pasture
River\River_227.tif,8,River
SeaLake\SeaLake_2503.tif,9,SeaLake
River\River_359.tif,8,River
Forest\Forest_223.tif,1,Forest
River\River_2444.tif,8,River
Residential\Residential_2994.tif,7,Residential
PermanentCrop\PermanentCrop_1442.tif,6,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_1459.tif,2,HerbaceousVegetation
SeaLake\SeaLake_2740.tif,9,SeaLake
HerbaceousVegetation\HerbaceousVegetation_18.tif,2,HerbaceousVegetation
Highway\Highway_1129.tif,3,Highway
Industrial\Industrial_1420.tif,4,Industrial
Forest\Forest_247.tif,1,Forest
River\River_668.tif,8,River
PermanentCrop\PermanentCrop_1238.tif,6,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_2998.tif,2,HerbaceousVegetation
Forest\Forest_1311.tif,1,Forest
PermanentCrop\PermanentCrop_1523.tif,6,PermanentCrop
AnnualCrop\AnnualCrop_968.tif,0,AnnualCrop
River\River_154.tif,8,River
Pasture\Pasture_1042.tif,5,Pasture
PermanentCrop\PermanentCrop_1041.tif,6,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_2050.tif,2,HerbaceousVegetation
Residential\Residential_791.tif,7,Residential
Industrial\Industrial_1041.tif,4,Industrial
AnnualCrop\AnnualCrop_1422.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_511.tif,0,AnnualCrop
River\River_2368.tif,8,River
HerbaceousVegetation\HerbaceousVegetation_2784.tif,2,HerbaceousVegetation
SeaLake\SeaLake_254.tif,9,SeaLake
PermanentCrop\PermanentCrop_645.tif,6,PermanentCrop
Forest\Forest_1935.tif,1,Forest
Residential\Residential_1519.tif,7,Residential
PermanentCrop\PermanentCrop_479.tif,6,PermanentCrop
SeaLake\SeaLake_72.tif,9,SeaLake
Forest\Forest_2570.tif,1,Forest
AnnualCrop\AnnualCrop_1287.tif,0,AnnualCrop
Forest\Forest_1510.tif,1,Forest
Forest\Forest_1746.tif,1,Forest
PermanentCrop\PermanentCrop_1467.tif,6,PermanentCrop
Residential\Residential_2553.tif,7,Residential
HerbaceousVegetation\HerbaceousVegetation_666.tif,2,HerbaceousVegetation
Forest\Forest_1117.tif,1,Forest
SeaLake\SeaLake_1957.tif,9,SeaLake
Highway\Highway_678.tif,3,Highway
PermanentCrop\PermanentCrop_1918.tif,6,PermanentCrop
Forest\Forest_979.tif,1,Forest
SeaLake\SeaLake_2097.tif,9,SeaLake
Highway\Highway_1867.tif,3,Highway
Highway\Highway_547.tif,3,Highway
River\River_682.tif,8,River
Industrial\Industrial_1248.tif,4,Industrial
Pasture\Pasture_465.tif,5,Pasture
Forest\Forest_1756.tif,1,Forest
Industrial\Industrial_765.tif,4,Industrial
SeaLake\SeaLake_2587.tif,9,SeaLake
Residential\Residential_760.tif,7,Residential
SeaLake\SeaLake_1165.tif,9,SeaLake
Residential\Residential_199.tif,7,Residential
River\River_2250.tif,8,River
SeaLake\SeaLake_2641.tif,9,SeaLake
SeaLake\SeaLake_658.tif,9,SeaLake
Pasture\Pasture_1429.tif,5,Pasture
Residential\Residential_2278.tif,7,Residential
AnnualCrop\AnnualCrop_513.tif,0,AnnualCrop
Pasture\Pasture_1057.tif,5,Pasture
SeaLake\SeaLake_2338.tif,9,SeaLake
SeaLake\SeaLake_454.tif,9,SeaLake
Industrial\Industrial_2141.tif,4,Industrial
HerbaceousVegetation\HerbaceousVegetation_1352.tif,2,HerbaceousVegetation
Residential\Residential_571.tif,7,Residential
PermanentCrop\PermanentCrop_1247.tif,6,PermanentCrop
AnnualCrop\AnnualCrop_292.tif,0,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_76.tif,2,HerbaceousVegetation
Forest\Forest_889.tif,1,Forest
HerbaceousVegetation\HerbaceousVegetation_1267.tif,2,HerbaceousVegetation
AnnualCrop\AnnualCrop_2244.tif,0,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_2569.tif,2,HerbaceousVegetation
PermanentCrop\PermanentCrop_1962.tif,6,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_1152.tif,2,HerbaceousVegetation
AnnualCrop\AnnualCrop_1776.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_148.tif,0,AnnualCrop
River\River_2464.tif,8,River
River\River_2209.tif,8,River
Industrial\Industrial_695.tif,4,Industrial
HerbaceousVegetation\HerbaceousVegetation_1957.tif,2,HerbaceousVegetation
SeaLake\SeaLake_2034.tif,9,SeaLake
AnnualCrop\AnnualCrop_2595.tif,0,AnnualCrop
SeaLake\SeaLake_1336.tif,9,SeaLake
Residential\Residential_2536.tif,7,Residential
HerbaceousVegetation\HerbaceousVegetation_2830.tif,2,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_1613.tif,2,HerbaceousVegetation
Highway\Highway_1527.tif,3,Highway
River\River_304.tif,8,River
Pasture\Pasture_1775.tif,5,Pasture
Pasture\Pasture_1091.tif,5,Pasture
HerbaceousVegetation\HerbaceousVegetation_2306.tif,2,HerbaceousVegetation
PermanentCrop\PermanentCrop_1418.tif,6,PermanentCrop
Industrial\Industrial_2024.tif,4,Industrial
SeaLake\SeaLake_1267.tif,9,SeaLake
Pasture\Pasture_1023.tif,5,Pasture
SeaLake\SeaLake_2767.tif,9,SeaLake
HerbaceousVegetation\HerbaceousVegetation_1130.tif,2,HerbaceousVegetation
AnnualCrop\AnnualCrop_1752.tif,0,AnnualCrop
PermanentCrop\PermanentCrop_741.tif,6,PermanentCrop
PermanentCrop\PermanentCrop_1001.tif,6,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_1636.tif,2,HerbaceousVegetation
PermanentCrop\PermanentCrop_1692.tif,6,PermanentCrop
AnnualCrop\AnnualCrop_2674.tif,0,AnnualCrop
SeaLake\SeaLake_2526.tif,9,SeaLake
Residential\Residential_1602.tif,7,Residential
SeaLake\SeaLake_2308.tif,9,SeaLake
SeaLake\SeaLake_2888.tif,9,SeaLake
PermanentCrop\PermanentCrop_1478.tif,6,PermanentCrop
Highway\Highway_538.tif,3,Highway
River\River_1230.tif,8,River
Pasture\Pasture_1158.tif,5,Pasture
Highway\Highway_594.tif,3,Highway
Residential\Residential_238.tif,7,Residential
SeaLake\SeaLake_2944.tif,9,SeaLake
AnnualCrop\AnnualCrop_956.tif,0,AnnualCrop
Industrial\Industrial_1662.tif,4,Industrial
Forest\Forest_1073.tif,1,Forest
AnnualCrop\AnnualCrop_2262.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_2112.tif,0,AnnualCrop
Forest\Forest_1701.tif,1,Forest
Pasture\Pasture_848.tif,5,Pasture
HerbaceousVegetation\HerbaceousVegetation_82.tif,2,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_2110.tif,2,HerbaceousVegetation
Residential\Residential_2614.tif,7,Residential
HerbaceousVegetation\HerbaceousVegetation_2734.tif,2,HerbaceousVegetation
Residential\Residential_703.tif,7,Residential
Forest\Forest_1275.tif,1,Forest
Residential\Residential_1434.tif,7,Residential
SeaLake\SeaLake_1935.tif,9,SeaLake
Highway\Highway_1766.tif,3,Highway
Forest\Forest_2159.tif,1,Forest
River\River_1479.tif,8,River
Residential\Residential_162.tif,7,Residential
Highway\Highway_1311.tif,3,Highway
Residential\Residential_1801.tif,7,Residential
AnnualCrop\AnnualCrop_1259.tif,0,AnnualCrop
SeaLake\SeaLake_2715.tif,9,SeaLake
PermanentCrop\PermanentCrop_1860.tif,6,PermanentCrop
Residential\Residential_677.tif,7,Residential
Forest\Forest_182.tif,1,Forest
AnnualCrop\AnnualCrop_1876.tif,0,AnnualCrop
PermanentCrop\PermanentCrop_1641.tif,6,PermanentCrop
Forest\Forest_619.tif,1,Forest
River\River_1137.tif,8,River
Pasture\Pasture_1635.tif,5,Pasture
PermanentCrop\PermanentCrop_550.tif,6,PermanentCrop
SeaLake\SeaLake_1258.tif,9,SeaLake
SeaLake\SeaLake_987.tif,9,SeaLake
River\River_1960.tif,8,River
AnnualCrop\AnnualCrop_994.tif,0,AnnualCrop
SeaLake\SeaLake_2913.tif,9,SeaLake
Forest\Forest_1918.tif,1,Forest
AnnualCrop\AnnualCrop_2460.tif,0,AnnualCrop
Forest\Forest_927.tif,1,Forest
Residential\Residential_591.tif,7,Residential
Forest\Forest_2216.tif,1,Forest
River\River_2388.tif,8,River
AnnualCrop\AnnualCrop_1313.tif,0,AnnualCrop
Residential\Residential_941.tif,7,Residential
AnnualCrop\AnnualCrop_840.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_1890.tif,0,AnnualCrop
Industrial\Industrial_273.tif,4,Industrial
SeaLake\SeaLake_456.tif,9,SeaLake
HerbaceousVegetation\HerbaceousVegetation_351.tif,2,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_1848.tif,2,HerbaceousVegetation
SeaLake\SeaLake_981.tif,9,SeaLake
Residential\Residential_419.tif,7,Residential
PermanentCrop\PermanentCrop_255.tif,6,PermanentCrop
Forest\Forest_2469.tif,1,Forest
AnnualCrop\AnnualCrop_2672.tif,0,AnnualCrop
SeaLake\SeaLake_2646.tif,9,SeaLake
River\River_738.tif,8,River
Industrial\Industrial_1047.tif,4,Industrial
PermanentCrop\PermanentCrop_1098.tif,6,PermanentCrop
Forest\Forest_2476.tif,1,Forest
HerbaceousVegetation\HerbaceousVegetation_1766.tif,2,HerbaceousVegetation
Residential\Residential_1354.tif,7,Residential
River\River_1177.tif,8,River
HerbaceousVegetation\HerbaceousVegetation_1075.tif,2,HerbaceousVegetation
Forest\Forest_2056.tif,1,Forest
AnnualCrop\AnnualCrop_2332.tif,0,AnnualCrop
Forest\Forest_1584.tif,1,Forest
Forest\Forest_2791.tif,1,Forest
River\River_113.tif,8,River
AnnualCrop\AnnualCrop_2308.tif,0,AnnualCrop
Pasture\Pasture_827.tif,5,Pasture
Industrial\Industrial_2144.tif,4,Industrial
HerbaceousVegetation\HerbaceousVegetation_2003.tif,2,HerbaceousVegetation
Forest\Forest_255.tif,1,Forest
PermanentCrop\PermanentCrop_2255.tif,6,PermanentCrop
River\River_907.tif,8,River
Forest\Forest_300.tif,1,Forest
PermanentCrop\PermanentCrop_1526.tif,6,PermanentCrop
Industrial\Industrial_1480.tif,4,Industrial
River\River_1315.tif,8,River
Industrial\Industrial_133.tif,4,Industrial
AnnualCrop\AnnualCrop_1590.tif,0,AnnualCrop
River\River_1199.tif,8,River
AnnualCrop\AnnualCrop_467.tif,0,AnnualCrop
River\River_2418.tif,8,River
Residential\Residential_1821.tif,7,Residential
Highway\Highway_43.tif,3,Highway
PermanentCrop\PermanentCrop_2143.tif,6,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_1555.tif,2,HerbaceousVegetation
Industrial\Industrial_1173.tif,4,Industrial
Forest\Forest_2338.tif,1,Forest
PermanentCrop\PermanentCrop_2308.tif,6,PermanentCrop
Industrial\Industrial_2134.tif,4,Industrial
Residential\Residential_1455.tif,7,Residential
PermanentCrop\PermanentCrop_2189.tif,6,PermanentCrop
River\River_1358.tif,8,River
Industrial\Industrial_1022.tif,4,Industrial
Forest\Forest_1806.tif,1,Forest
Residential\Residential_203.tif,7,Residential
River\River_1926.tif,8,River
Pasture\Pasture_185.tif,5,Pasture
PermanentCrop\PermanentCrop_791.tif,6,PermanentCrop
River\River_1296.tif,8,River
Highway\Highway_923.tif,3,Highway
AnnualCrop\AnnualCrop_2059.tif,0,AnnualCrop
Highway\Highway_334.tif,3,Highway
Forest\Forest_862.tif,1,Forest
Pasture\Pasture_1140.tif,5,Pasture
